text,entities,user,geo
"And this report from Xinhua ""A laboratory in Ukraine's second largest city of Kharkov has studied transmitting ","['Xinhua', 'Ukraine', 'Kharkov']",192870646,
"""US Govt used Ukraine to distract from crime of creation of Covid19 amp authoritarian response to it. But now focus ","['Ukraine', 'Covid19']",192870646,
Certainly we're in a phase of the COVID19 pandemic where we might try and achieve moving away from the acute emer ,['COVID19'],142628735,
CrudeOil reaching 107 pbl after Traders position themselves for Supply disruption in Early April due lack of Russ ,['CrudeOil'],1246457943257542656,
 COVID19 isn t over,['COVID19'],1335932868661555201,
Centre advises States UTs to continue focus on five fold strategy as COVID cases resurge in several countries ,[],1426585092621705217,
Centre advises States UTs to continue focus on five fold strategy as COVID cases resurge in several countries Rea ,[],817976607398731776,
Again Philip Morris works together with GSK after their deal inhalation technology ,['GSK'],187437575,
Prepare for next variant as COVID19 not yet endemic experts warn ,['COVID19'],1077941414313578496,
mdpijcm Welcome to read the high citation Article Colchicine to Weather the CytokineStorm in Hospitalized P ,"['mdpijcm', 'Article', 'Colchicine', 'CytokineStorm', 'Hospitalized']",4647081134,
COVID 19 resurgence Cases rise in China COVID19 coronavirus ,"['COVID19', 'coronavirus']",1100927498,
The number of dead due to the disease climbed to 5 16 281 with 149 fatalities being recorded during the day data u ,[],631810714,
timesofindia Centre advises States UTs to continue focus on five fold strategy as Covid cases resurge in southea ,['Covid'],128334973,
7 Day US Covid Deaths by County For VA 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
Just because it s not on the news anymore it doesn t mean COVID19 has gone away. ,['COVID19'],1304440548758036480,
 bookmark COVID19 Omicron,"['COVID19', 'Omicron']",150801388,
Record high COVID19 cases in UK ZOE timspector ,"['COVID19', 'ZOE', 'timspector']",14449682,
 YOU WERE ALL PLAYED BY THE US BIOLAB CORPORATION JUST LIKE ALL THE COVID19 IDIOTS,"['BIOLAB', 'COVID19']",984528992689631232,
The evidence has been with us all along and finally someone has put it together.COVID ,['COVID'],1493755160534798345,
We're watching repeated tyranny We've still not managed to stop it Why is it so hard to stop tyranny in a democra ,[],1465236285526880260,
Covid enquiry going ahead in the UK... ,['Covid'],1487376367780077568,
Five district level areas of Shenzhen including Yantian Pingshan and Guangming districts Dapeng New Area and She ,[],1433745612537741318,
Connectivity Platforms for IoT Devices Market In Depth Analysis including key players Sigfox Cisco EMnify Sigfox ,['Sigfox'],2904700968,
 Bring Covid19 is too defensive for a corrupt regime led by a man whose family has stacked cash in f ,['Covid19'],555777964,
Connectivity Platforms for IoT Devices Market In Depth Analysis including key players Sigfox Cisco EMnify Sigfox ,['Sigfox'],1373815960008863746,
7 Day US Covid Deaths by County For VA 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
Britons might need to start finding a means of defending themselves from forced vaccination soon Americans kept t ,['vaccination'],1465236285526880260,
The Code of Good Practice is less generous to employees if they appeal to a non medical reason to vaccination. Read ,[],395302086,
Italy to roll back COVID restrictions in the coming weeks The cabinet said COVID 19 health certificates provin ,['COVID'],2937022497,
Ministers failed to allow parliament opportunity to scrutinise UK Covid laws news uknews ,"['news', 'uknews']",42049824,
The latest The Suboxone Daily! Thanks to news covid19,"['news', 'covid19']",1016569888721260545,
 Kudos to adani amp team for their continuous contribution and work during this COVID19 pandamic ,"['adani', 'COVID19']",1500452426436202497,
Why the seeming media clamp down on reporting on rising Covid cases? Burying your head in the sand or putting you ,['Covid'],32528318,
The evidence has been with us all along and finally someone has put it together.COVID ,['COVID'],1152127940039077888,
Not really a shocker. We knew this from day 1. corona is most of all a datascam coronavirus ,"['corona', 'datascam', 'coronavirus']",243121879,
We still haven't remove or arrested this man How can we claim to be the authority in Britain? sajid COVID19 ,"['sajid', 'COVID19']",1465236285526880260,
 We still haven't remove or arrested this man How can we claim to be the authority in Britain? sajid ,['sajid'],1465236285526880260,
Aurobindo gets license to supply Pfizer s Nirmatrelvir Here are the details Covid19 ,['Covid19'],3007913324,
7 Day US Covid Deaths by County For VT 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
Thailand scraps pre travel COVID tests warns Songkran will be dryer than ever ,"['Thailand', 'COVID', 'Songkran']",1326375108,
Covid19 Cases WORLD 466 544 318 Deaths 6 088 220 Recovered 398 168 581 UK 20 001 627 Deaths 163 386 Rec ,['Covid19'],157709202,
Big COVID19 problem in Devon amp Cornwall hospitals. I hope none of us need to... Oh. ,"['COVID19', 'Devon', 'Cornwall']",62306952,
COVID19 coviduk nothing in the news about this yet. Remain careful protect others WearAMask ,"['COVID19', 'coviduk', 'WearAMask']",327835080,
"""I would also like to emphasize that there should be continued focus on the five fold strategy i.e. Test Track Tr ",[],1481477156408786946,
Union HealthSecretary RajeshBhushan informed that a meeting was chaired by Union HealthMinister MansukhMandaviya ,"['RajeshBhushan', 'MansukhMandaviya']",1481477156408786946,
With the resurgence of COVID19 cases in Southeast Asia and some European countries the Centre has advised States ,['COVID19'],1481477156408786946,
Happy Holi to you and your loved ones! law lawyer legal lawyers attorney lawschool lawfirm lawstudent ,"['law', 'lawyer', 'legal', 'lawyers', 'attorney', 'lawschool', 'lawfirm', 'lawstudent']",1436260779087392772,
 So it's Zelenski using citizens as human shields Given the clear and all too familiar manipulation ,['Zelenski'],1465236285526880260,
So it's Zelenski using citizens as human shields Given the clear and all too familiar manipulation of our inf ,['Zelenski'],1465236285526880260,
Make Money While You Are QUARANTINED. You Need To See This. Click Here coronavirus ,['coronavirus'],29902089,
7 Day US Covid Deaths by County For VT 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
Rise in UK Covid admissions leading to hospital illness absence and delays hospitals ,['hospitals'],42049824,
 COVID19 COVID 19 COVID OmicronThe media keeps trying to tell us the truth is it any wonder that some ,"['COVID19', 'COVID', 'COVID', 'OmicronThe']",1496903868420337665,
It would of been my 6 year olds world book day today but she s off with COVID19. She s devastated! She has been lo ,['COVID19'],44457657,
MORE than two thirds of people in Ireland lost a loved one during the pandemic while just under half suffered mult ,[],305023825,
Since the start of the pandemic 996 072 Americans have died from COVID19 (16.4 of all deaths worldwide). That is ,['COVID19'],908781126495305728,
If you are proud of the products and services you provide and want your business to thrive but are confused by all ,[],465418209,
Wuhan took the blame for Fort Detrick. If we had known where the COVID 19 came from in the first place things woul ,[],1483463390018293768,
 COVID19 is 150 times more deadly (and rising) than influenza in the USA.,['COVID19'],234094005,
MiddayNews Moderna seeks FDA authorisation for 4th dose of Covid19 shot ,"['MiddayNews', 'FDA', 'Covid19']",31632905,
BEST MOTIVATIONAL PODCASTS TO LISTEN TO RIGHT NOW! (Saturday's pick tomorrow!) podcast ,['podcast'],799258418137677824,
President JoeBiden's Covid19 coordinator Jeff Zients and his deputy Natalie Quillian are leaving the administrati ,"['JoeBiden', 'Covid19']",834013638323224576,
Indian American public health expert Dr. Ashish Jha will take over as US President JoeBiden's Covid19 response ,"['Indian', 'American', 'US', 'JoeBiden', 'Covid19']",834013638323224576,
Thank you everyone for making it possible!!!! 200 FOLLOWERS ThankYou Current News Twitter Media ,"['ThankYou', 'Current', 'News', 'Twitter', 'Media']",1390028186952605698,
7 Day US Covid Deaths by County For UT 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
Soo omicron finally caught up with me What to do I kept testing negative so I guess it could have been low vi ,[],1142068413025722368,
We all want to go back to normal even if we want that 'normal' to be a little different from before but doing wha ,[],90272110,
Just seen a fully vaccinated/boosted friend who takes care as they are immunocompromised confirm they have ,['immunocompromised'],134661299,
Only in China if you don't cooperate with government mandated daily PCR test you get beaten up. COVID19 cruelty ,"['China', 'COVID19', 'cruelty']",14880357,
Why are the people of Perth so outraged about being asked to VOLUNTEER for a COVID test to find any undiagnosed po ,['COVID'],15015082,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world l ,['Ukraine_War'],1208245209122902017,
The COVID 19 come from Fort Detrick and they've been trying to cover up ... via Ja ,[],1492051224178282500,
The Western Pacific is one of 6 WHO Regions. For COVID19 cases in countries and areas outside of the WHO Western P ,['COVID19'],3794682452,
COVID19 confirmed cases and deaths reported by countries and areas in the Western Pacific Region over the pas ,['COVID19'],3794682452,
Imran Khan facing revolt even before no confidence vote SPORTS InternationalNews ,"['SPORTS', 'InternationalNews']",142324679,
4 rockets hit Iraq's largest air base BERITATERKINI InternationalNews NewsFeed ,"['BERITATERKINI', 'InternationalNews', 'NewsFeed']",142324679,
Daily COVID Tracker Canada to remove pre entry test requirement for fully vaccinated travellers ,['Canada'],1954402777,
Stokes confident England can win second Test against West Indies COVID InternationalNews ,"['COVID', 'InternationalNews']",142324679,
Kamala Harris swears in 1st Black woman as WH budget chief CORONAVIRUS InternationalNews ,"['CORONAVIRUS', 'InternationalNews']",142324679,
Women's World Cup Bowlers save West Indies blushes against Bangladesh LOCKDOWN ,['LOCKDOWN'],142324679,
Yoon aims to open S.Korean presidential office to public 'before spring flowers wither' ,[],142324679,
Frankfurt advance Leverkusen crash out of UEFA Europa League NEWSPAPER InternationalNews ,"['NEWSPAPER', 'InternationalNews']",142324679,
Omicron BA2 subvariant spreading as EU nations lift Covid curbs EMA CORONAVIRUS ,['CORONAVIRUS'],142324679,
Daily COVID Tracker Canada to remove pre entry test requirement for fully vaccinated travellers TheCable ,[],1954402777,
Daily update on Covid19 situation in Islamabad 18th March 2022 Tests conducted in last 24 hrs 2484 Positiv ,['Islamabad'],1255758248948441088,
7 Day US Covid Deaths by County For UT 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
ABSCBNNews RT RECORD HIGH. South Korea has tallied more than 621 000 new COVID19 cases on Thursday wh ,['COVID19'],2977153027,
 COVID19 have affected economies worldwide inflation is high in most countries fuel prices are hig ,['COVID19'],1389301609,
WATCH amp SHARE THIS WITH PEOPLE YOU CARE ABOUT Booster vs. natural immunity COVID 08,['COVID'],289118612,
COVID19 Covid is not over WearAMask ,"['COVID19', 'WearAMask']",384533439,
The not for profit covid19 vaccine. Not for Americans. AstraZeneca prepared to ditch effort to secure US approval ,['covid19'],28312814,
Coronavirus Update Total cases 466 544 318 ( 9 292) Current cases 62 287 517 ( 5 041) Deaths 6 ,[],1094950711832518657,
How brain inflammation in Covid patients triggers neurological damage Brain Coronavirus ,"['Brain', 'Coronavirus']",947147264,
made it to 5pm before absolutely crashing and burning today stay tuned to find out if this is good or bad progress covidfatigue covid19,"['covidfatigue', 'covid19']",335956924,
Connectivity Platforms for IoT Devices Market In Depth Analysis including key players Sigfox Cisco EMnify Sigfox ,['Sigfox'],1494937417123569666,
As of Thursday (March 17 2022) Malaysia confirmed 27 004 new Covid19 cases a drop from Wednesday s 28 298. Thi ,['Covid19'],29133133,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world li ,['Ukraine_War'],1208245209122902017,
I will create and setup all social media accounts and pages. Click here Mail sobujislam348 ,[],1415323255502606352,
Wonderful to see . members getting together in person with COVID19 Protection measures LFTs ,"['COVID19', 'Protection', 'LFTs']",240425316,
Clotting in the arteries and in veins from the jab Dr. Ryan Cole COVID19 ,['COVID19'],874334471427960833,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world lik ,['Ukraine_War'],1208245209122902017,
Covid travel restrictions have ended in the UK UKnews Restrictions Travel ,"['Covid', 'UKnews', 'Restrictions', 'Travel']",816909670631804928,
Travel As of 04 00 this morning all remaining COVID travel measures including the Passenger Locator Form and t ,"['Travel', 'COVID']",80826882,
The group s retail segments paid about R13 billion in claims linked to the pandemic. Read more ,[],395302086,
 ,[],3178688418,
7 Day US Covid Deaths by County For TX 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world lik ,['Ukraine_War'],1208245209122902017,
The hands wrinkled amp allergic have moved many. They belong to medical workers for NucleicAcidTest sampling ,"['hands', 'wrinkled', 'allergic', 'moved', 'medical', 'NucleicAcidTest']",1371695771276443648,
Infant nabbed from hospital in Andhra s Vizag recovered in Srikakulam three people in custody BITS NEWS INDIA ,[],1132183928058593280,
Infant dead as SUV with TRS MLA s sticker dashes 3 women in Hyderabad BITS NEWS INDIA news covid coronavirus ,"['news', 'covid', 'coronavirus']",1132183928058593280,
On this day Sachin Tendulkar plays his last ODI Dinesh Karthik's last ball six helps India win Nidahas Trophy BIT ,[],1132183928058593280,
Man rapes woman from Netherlands in Jaipur under pretext of a massage held BITS NEWS INDIA news covid ,"['news', 'covid']",1132183928058593280,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the wor ,['Ukraine_War'],1208245209122902017,
Alia Bhatt to Katrina Kaif best dressed celebs at Apoorva Mehta s star studded birthday bash BITS NEWS INDIA news ,['news'],1132183928058593280,
Jalsa Movie review Vidya Balan Shefali Shah deliver terrific performances in this epic thriller BITS NEWS INDIA ,[],1132183928058593280,
Bheemla Nayak box office collection Day 21 Pawan Kalyan film does great business in third week BITS NEWS INDIA ,[],1132183928058593280,
Sara Khan reveals ex hubby Ali Merchant cheated on her with spa worker says 'this is extreme' BITS NEWS INDIA ,[],1132183928058593280,
Siddharth Sharma gets evicted from Lock Upp in surprise elimination BITS NEWS INDIA news covid coronavirus like ,"['news', 'covid', 'coronavirus', 'like']",1132183928058593280,
Holi is incomplete without these hilarious memes and jokes. Best ones BITS NEWS INDIA news covid coronavirus ,"['news', 'covid', 'coronavirus']",1132183928058593280,
Indian Wells Rafael Nadal beats Nick Kyrgios in fiesty affair to continue winning start to the season BITS NEWS IN ,[],1132183928058593280,
Remember how in the first wave of COVID19 when China was building COVID hospitals in days amp other Far Eastern govs ,['COVID19'],4865573865,
Options for Indian medical students from Ukraine Legal provisions what Medical Council rules say BITS NEWS INDIA ,[],1132183928058593280,
Valimai box office collection Day 22 Ajith Kumar film is a blockbuster BITS NEWS INDIA news covid coronavirus ,"['news', 'covid', 'coronavirus']",1132183928058593280,
2nd Test Shamarh Brooks Kraigg Brathwaite hold West Indies after England declare at 507 on Day 2 BITS NEWS INDIA ,[],1132183928058593280,
Hrithik Roshan to Mouni Roy Bollywood celebs wish fans Happy Holi BITS NEWS INDIA news covid coronavirus like ,"['news', 'covid', 'coronavirus', 'like']",1132183928058593280,
PM Modi Amit Shah call for brotherhood in Holi wishes BITS NEWS INDIA news covid coronavirus like india love ,"['news', 'covid', 'coronavirus', 'like', 'india', 'love']",1132183928058593280,
Dhanush calls ex wife Aishwaryaa Rajinikanth 'friend'. Fans want them to reunite BITS NEWS INDIA news covid ,"['news', 'covid']",1132183928058593280,
Ontario stays firm on ending mask mandates in public schools while some private schools are keeping them COVID19 ,"['Ontario', 'COVID19']",19895837,
Petrol Diesel prices today Fuel rates remain unchanged on March 18 Check what you have to pay in your city BITS ,[],1132183928058593280,
Three TN policemen suspended for assaulting blind man in Pudukkottai BITS NEWS INDIA news covid coronavirus ,"['news', 'covid', 'coronavirus']",1132183928058593280,
James box office collection Day 1 Puneeth Rajkumar's film takes historic opening BITS NEWS INDIA news covid ,"['news', 'covid']",1132183928058593280,
Gangubai Kathiawadi box office collection Day 21 Alia Bhatt's film slows down gradually BITS NEWS INDIA news ,['news'],1132183928058593280,
Russian military suffers heavy losses 3 mn Ukrainians flee since war began Top points BITS NEWS INDIA news ,['news'],1132183928058593280,
Russian military suffers heavy losses 3 mn Ukrainians flee since war began Top points BITS NEWS INDIA news ,['news'],1132183928058593280,
History always repeats itself UkraineKrieg coronavirus,"['UkraineKrieg', 'coronavirus']",1141743578915495936,
Karnataka hijab row Students who missed exams before interim order may get chance to take tests BITS NEWS INDIA ,[],1132183928058593280,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the wor ,['Ukraine_War'],1208245209122902017,
Coronavirus HealthandMedicine NorthAfrica Algeria Algeria Covid 19 Measures for Travellers' Entry Lifted A ,"['Coronavirus', 'HealthandMedicine', 'NorthAfrica', 'Algeria']",1589391517,
 New Zealand PM Jacinda Ardern and Immi. Minister Chris Faffoi The whole world faced COVID19 none of the count ,['COVID19'],1364641667282657281,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world ,['Ukraine_War'],1208245209122902017,
covid19 buy your disposable masks at low prices with us at ! All of our masks are the high ,['covid19'],1265174048381730827,
Strong uptake of recurring premium risk policies shows that consumers understand the value of life and income prote ,[],395302086,
If people can t travel due to covid then travel companies with fixed assets lose huge amounts of money. It s not d ,['covid'],86400304,
7 Day US Covid Deaths by County For TX 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world like ,['Ukraine_War'],1208245209122902017,
Since we're about to enjoy a regular day as the world slowly recovers from a pandemic let's take a look back at th ,[],1492051119672991746,
COVID19 Remaining restrictions for travel to UK scrapped including tests and passenger locator forms ,['COVID19'],7916972,
The evidence has been with us all along and finally someone has put it together.COVID ,['COVID'],1493670191389364224,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the worl ,['Ukraine_War'],1208245209122902017,
I m sure that COVID19 testing is the last thing medical personnel in UkraineUnderAttack are thinking about but i ,"['COVID19', 'UkraineUnderAttack']",35315442,
Wuhan took the blame for Fort Detrick. If we had known where the COVID 19 came from in the first place things woul ,[],1040412607839055874,
Centre tells state to adopt 5 fold strategy as Covid cases resurge outside India Coronavirus covid19 ,"['Coronavirus', 'covid19']",1435568221289992196,
It's finally Friday amp the end of yet another week. So glad tomorrow's Saturday! Take care and stay safe. ,[],889392020682407936,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world lik ,['Ukraine_War'],1208245209122902017,
Today's Covid19 Status report Gajapati staysafe stayhome wearamasksavelives socialdistancing ,"['Covid19', 'Gajapati', 'staysafe', 'stayhome', 'wearamasksavelives', 'socialdistancing']",876650230913040384,
Shanghai pushes ahead with mass COVID tests as new cases spike ,"['Shanghai', 'COVID']",1089342374,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world like ,['Ukraine_War'],1208245209122902017,
I'm ready to face a deadly 4th wave. People are engaged in wasting water and throwing color at each other for Holi ,['Holi'],1433412949360537603,
 I've still got a fluctuating high white cell count from a virus I had 28 years ago. This ,[],3144740240,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world li ,['Ukraine_War'],1208245209122902017,
 Dutch covid19 March 17 visualization. Since March 2020 every day on our independent ,"['Dutch', 'covid19', 'visualization', 'independent']",17229748,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world l ,['Ukraine_War'],1208245209122902017,
7 Day US Covid Deaths by County For TN 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
So paperwork to ensure more covid or variants weren't brought into the country or exposed to other countries was ,"['covid', 'variants']",1277915326542483456,
Aww just fuck off man! Don't even feel that bad anymore. COVID19 Is that faint line still positive? I've been t ,['COVID19'],615872513,
This report lets us know the truth about COVID 19 which we have waited too long for.COVID19 ,['COVID19'],1493670204987314176,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world like ,['Ukraine_War'],1208245209122902017,
Covid denier's racist rant on Sydney bus 'Go back to China' via COVID19 Sydney,"['COVID19', 'Sydney']",257251154,
Three Government Ministers were forced to abandon their St Patrick s Day travel plans after testing positive for ,[],45557616,
China only has just under 40 triple boosted amp locking down But Canada has only 47 triple boosted not much bette ,[],246667561,
Wednesday 18th March 2020. Confirmation was completed. Transfer test results were in. A chilled day playing sports ,[],1492550955593875457,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household i ,['Ukraine_War'],1208245209122902017,
A reminder get your booster! Two doses of the vaccine is not enough with Omicron. And the booster effectiveness ,['Omicron'],87358629,
Happy Holi from us to you and your loved ones HappyHoli2022 Holi2022 HappyHoli UCLdraw COVID19 ,"['HappyHoli2022', 'Holi2022', 'HappyHoli', 'UCLdraw', 'COVID19']",1297867011213733889,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world l ,['Ukraine_War'],1208245209122902017,
I'd rather take Nuclear WW3 than another round of the COVID theatre.,"['WW3', 'COVID']",3031197071,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every househo ,['Ukraine_War'],1208245209122902017,
How brain inflammation in Covid patients triggers neurological damage Brain Coronavirus COvid COVID19 damage,"['Brain', 'Coronavirus', 'COvid', 'COVID19', 'damage']",947147264,
 People can t tell you are a vampire. Or that you are secretly wearing your vampire teeth out in public. from I M ,[],346910123,
Over 30 companies worldwide to start producing Pfizer's COVID pill bln blnnetwok livenews businesslivenews ,"['bln', 'blnnetwok', 'livenews', 'businesslivenews']",1503785985473380354,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world ,['Ukraine_War'],1208245209122902017,
Gov't targets to complete administration of COVID19 vaccines to children aged 5 11 prior to September ,['COVID19'],836164441024520192,
 Greater efforts amp support from adanigroup to combat COVID19 . keepsupportingIndia,"['adanigroup', 'COVID19', 'keepsupportingIndia']",1500437732249960453,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the wor ,['Ukraine_War'],1208245209122902017,
 Have not seen my mother in a year now because of this. She has been brainwashed that I will give her ,[],369326402,
Women in business in Bangladesh so they don't have to resort to begging or selling their bodies to provide for th ,[],3340957648,
Shanghai pushes ahead with mass COVID19 tests as new cases spike ,"['Shanghai', 'COVID19']",69172612,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world like ,['Ukraine_War'],1208245209122902017,
7 Day US Covid Deaths by County For TN 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
Latest CoronaVirus updates Date 18/03/2022 TheCivilEyes Pakistan COVID19 ,"['CoronaVirus', 'TheCivilEyes', 'Pakistan', 'COVID19']",1240614789837193216,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world ,['Ukraine_War'],1208245209122902017,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the worl ,['Ukraine_War'],1208245209122902017,
Vaccination is extremely important and it really works! You must have it! BioNTech COVID19,"['BioNTech', 'COVID19']",91410786,
Indian Army along with JKTDC kickstarted the Mahu Winter Festival at Ramban with flaging off of trekkers and cultur ,[],1424953470981840896,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world l ,['Ukraine_War'],1208245209122902017,
Connectivity Platforms for IoT Devices Market In Depth Analysis including key players Sigfox Cisco EMnify Sigfox ,['Sigfox'],1444288027140915202,
So the United States is guilty of using labs in China to research and create the weaponized viruses and China ge ,[],1497154490465726501,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household ,['Ukraine_War'],1208245209122902017,
Live Broadcast Tg5 Mediaset Rome (Italy) 18.03.2022 time4stream livenews direttatv direttalive journalism ,"['time4stream', 'livenews', 'direttatv', 'direttalive', 'journalism']",3063903856,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world ,['Ukraine_War'],1208245209122902017,
WeekendReading A lot of reporting has come out recently positing that COVID19 emerged from a market in Wuhan. T ,"['WeekendReading', 'COVID19', 'Wuhan']",29486496,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world li ,['Ukraine_War'],1208245209122902017,
 In a way the semantics don't matter. Contracting COVID19 at all is the long term problem. Heart condi ,['COVID19'],1430829824155791360,
Georgia's March 18 coronavirus stats New cases 872 (18 331 tests) Recoveries 913 Deaths 18 ,"['Georgia', 'coronavirus']",1382176922,
Connectivity Platforms for IoT Devices Market In Depth Analysis including key players Sigfox Cisco EMnify Sigfox ,['Sigfox'],1194909657149640705,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world like ,['Ukraine_War'],1208245209122902017,
COVID19 FridayFeeling back to daily testing .wish everyone was taking it a bit more seriously some of us care a ,"['COVID19', 'FridayFeeling']",96565970,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world like ,['Ukraine_War'],1208245209122902017,
7 Day US Covid Deaths by County For SD 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
 Vietnam scraps quarantine other travel restrictions for tourists as COVID19 cases climb via ,['COVID19'],1270359393012535299,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the world like ,['Ukraine_War'],1208245209122902017,
UK study Covid immunity declines steeply in care home residents in England COVID19 ,"['UK', 'COVID19']",19895837,
4 302 children orphaned during pandemic approved under PM CARES benefits PMCares COVID19 CRWIndia,"['PMCares', 'COVID19', 'CRWIndia']",1373866959020855296,
 Ukraine War 2nd Universal Huge Crisis is knocking amp hitting Doors of every household in the wor ,['Ukraine_War'],1208245209122902017,
 My granddaughter plays in a band Allora COVID 19 and now Brexit have been limiting fact ,"['Allora', 'COVID', 'Brexit']",107426979,
G'day antivaxxers this is your regular reminder that you re in the minority the majority of people despise you ,['antivaxxers'],14440362,
S'pore does not expect persistent accelerating inflation measures in place to mitigate impact Low Yen Ling ,[],844927556205740032,
Connectivity Platforms for IoT Devices Market In Depth Analysis including key players Sigfox Cisco EMnify Sigfox ,['Sigfox'],2813225340,
Connectivity Platforms for IoT Devices Market In Depth Analysis including key players Sigfox Cisco EMnify Sigfox ,['Sigfox'],1160829101340368896,
"Isn t this what the NHS tried to do with the ""covid jab"" mandates??? I bet care workers Aten t signing the same con ",[],1414189258777186306,
Who is DrAshishKJha? Click for more info! WhiteHouse COVID19 ,"['DrAshishKJha', 'WhiteHouse', 'COVID19']",1549748922,
7 Day US Covid Deaths by County For SD 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
Nearly 90 orphaned during pandemic are below 18 years Read more at CRWIndia Orphan COVID19,"['CRWIndia', 'Orphan', 'COVID19']",1373866959020855296,
Omicron BA.2 COVID19 ,['COVID19'],27399780,
When labelling time in conversation BC is now Before Covid AD will be Almost Done for the rest of time.,['Covid'],362122765,
UPDATE Quality2022 Sydney moved to 24 26 July 2022 . While COVID19 amp the recent floods co ,"['Quality2022', 'Sydney', 'COVID19']",23600188,
Really MariaButina? This is as conspirative as with Covid19 in China but worse! via ,"['MariaButina', 'Covid19', 'China']",71482578,
Feeling sleepy? Look after yourself (and don't overdo it on the caffeine). COVID19 COVID19Kindness,"['COVID19', 'COVID19Kindness']",1241559185017278464,
Italy to end state of emergency and begin easing COVID 19 restrictions Covid19 Covid19restrictions vaccinated ,"['Italy', 'Covid19', 'Covid19restrictions', 'vaccinated']",1439946692728664064,
 Well we saw exactly what they thought of us during coronavirus they made it quite clear they coul ,['coronavirus'],510091707,
I've got COVID19 for the second time. Many people believe that the pandemic is over and the decision of countries ,['COVID19'],115936653,
Holidays abroad have got easier from this morning. All remaining coronavirus travel restrictions have come to an e ,['coronavirus'],2385578222,
Coronavirus Centre advises focusing on five fold strategy as Covid resurges in nations COVID19 Coronavirus ,"['COVID19', 'Coronavirus']",3074769187,
Such a cool and great global city. So glad I had a chance to go right before the pandemic began and visit my paren ,['pandemic'],17688714,
Life insurers paid claims of R44 billion from April to September 2021 compared with R19bn in the same period in 201 ,[],395302086,
 Treat yourself wellPoldo ItalianFood Ph 0810841259 FOR ORDER subscrive ,[],1384436507159580673,
7 Day US Covid Deaths by County For SC 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
Covid Scotland 117 deaths in a week due to coronavirus. Last week's Covid 19 figures. COVID19 CovidIsNotOver ,"['Scotland', 'Covid_19', 'COVID19', 'CovidIsNotOver']",1311667973224972288,
